,beam,class,cleaned_text,class_labels
2573,this call,5,this call,dnq
2575,no joke this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses one again i don t want i don t know what i do want come with me face to face o i completely understand that but these new fordable plans have just been approved in your state,5,no joke this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses one again i don t want i don t know what i do want come with me face to face o i completely understand that but these new fordable plans have just been approved in your state,dnq
2576,note this,5,note this,dnq
2578,do you find great,5,do you find great,dnq
2582,away,5,away,dnq
2586,on five the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation offences it is specifically designed designed for the people on fixed income or social security would you like to learn more about it,5,on five the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation offences it is specifically designed designed for the people on fixed income or social security would you like to learn more about it,dnq
2592,i m fine right now i,5,i m fine right now i,dnq
2593,a jerk on his,5,a jerk on his,dnq
2596,i m bad aloud,5,i m bad aloud,dnq
2598,i m doing,5,i m doing,dnq
2599,i m all right i ain t called nobody but i m all right,5,i m all right i ain t called nobody but i m all right,dnq
2600,m k great this,5,m k great this,dnq
2601,i m just fine for an old citizen great,5,i m just fine for an old citizen great,dnq
2604,your good great this,5,your good great this,dnq
2611,good but i m,5,good but i m,dnq
2614,i m fine what do you want this,5,i m fine what do you want this,dnq
2620,my face,5,my face,dnq
2625,indeed great,5,indeed great,dnq
2632,oh i m good great,5,oh i m good great,dnq
2633,ump this,5,ump this,dnq
2650,and the great great this,5,and the great great this,dnq
2655,all this,5,all this,dnq
2656,great great,5,great great,dnq
2658,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cause to wait you great,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cause to wait you great,dnq
2660,in fine what you sellin great,5,in fine what you sellin great,dnq
2665,i m going to fan,5,i m going to fan,dnq
2667,and another this,5,and another this,dnq
2672,is good great,5,is good great,dnq
2679,great amy great,5,great amy great,dnq
2680,come by great this,5,come by great this,dnq
2685,i do thank you this,5,i do thank you this,dnq
2689,well i m okay but you must be having trouble talking grace,5,well i m okay but you must be having trouble talking grace,dnq
2691,and loquat if the insurance i m ninety for so so i don t need she this call is about a new state regulated final expense insurance plan which covers a a hundred percent of your burial funeral or cremation expenses one vera orede i have burlingame would you like to learn more about it no i have no heritage open,5,and loquat if the insurance i m ninety for so so i don t need she this call is about a new state regulated final expense insurance plan which covers a a hundred percent of your burial funeral or cremation expenses one vera orede i have burlingame would you like to learn more about it no i have no heritage open,dnq
2692,i thank you good what is this great,5,i thank you good what is this great,dnq
2693,i m going good,5,i m going good,dnq
2695,a dook,5,a dook,dnq
2697,fun great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically mister engler hello he is already insured thank you good bye great this call is about a new state regulated final expense insurance,5,fun great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically mister engler hello he is already insured thank you good bye great this call is about a new state regulated final expense insurance,dnq
2704,danger,5,danger,dnq
2707,pretty good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is beside all that that i have all that thanks would you like to learn more about it,5,pretty good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is beside all that that i have all that thanks would you like to learn more about it,dnq
2713,i don t laugh this,5,i don t laugh this,dnq
2716,smoke,5,smoke,dnq
2726,under a fan this,5,under a fan this,dnq
2731,well i ve done very well thank you what can i do for you great,5,well i ve done very well thank you what can i do for you great,dnq
