audio_tag,actual_english,class,cleaned_text,class_labels
10,if you wanna,10,if you wanna,other
6,i am well thank you,7,i am well thank you,greetings
2,i m alright but i don t need your senior citizen care,8,i m alright but i don t need your senior citizen care,negative
15,i m feeling little cold today,12,i m feeling little cold today,sorry_greeting
16,hi amy i m good how are you,6,hi amy i m good how are you,greetback
6,fine thank you good,7,fine thank you good,greetings
5,i m doing fine i m tired of these phone calls   mumbling,4,i m doing fine i m tired of these phone calls   mumbling,dnc
8,i m doing fine this is dangerous i don t need it,9,i m doing fine this is dangerous i don t need it,not_intrested
9,spanish ,13,spanish ,spanish
4,yeah i gotta go,3,yeah i gotta go,busy
5,i m awesome bullshit,4,i m awesome bullshit,dnc
16,amy with senior citizen care i m doing fine how are you,6,amy with senior citizen care i m doing fine how are you,greetback
10,every day,10,every day,other
16,i m not fine how you doing,6,i m not fine how you doing,greetback
6,i am fine,7,i am fine,greetings
6,i m doing alright ,7,i m doing alright ,greetings
10,friends,10,friends,other
10,do i sound like a senior citizen,10,do i sound like a senior citizen,other
16,how about you,6,how about you,greetback
10,i m only ten,10,i m only ten,other
15,not pretty good,12,not pretty good,sorry_greeting
10,oh um i don t know i have to ask over here mumbling ,10,oh um i don t know i have to ask over here mumbling ,other
6,thank you i m doing good,7,thank you i m doing good,greetings
10,what is american senior citizen,10,what is american senior citizen,other
16,oh good amy how are you,6,oh good amy how are you,greetback
10,oh i got too bored,10,oh i got too bored,other
6,i m just fine but what do you want today,7,i m just fine but what do you want today,greetings
16,good and how are you,6,good and how are you,greetback
6,just wonderful,7,just wonderful,greetings
15,i m not so well,12,i m not so well,sorry_greeting
10,i feel like a thing ,10,i feel like a thing ,other
6,well i am just fine,7,well i am just fine,greetings
5,great but if you get off my damn phone,4,great but if you get off my damn phone,dnc
16,i feel good how are you,6,i feel good how are you,greetback
15,i m bad,12,i m bad,sorry_greeting
6,i am doing fine what s this about,7,i am doing fine what s this about,greetings
6,i m fine,7,i m fine,greetings
6,doing great mam,7,doing great mam,greetings
6,ah i guess i m okay,7,ah i guess i m okay,greetings
10,this is jones,10,this is jones,other
6,well i m okay but you must be having trouble talking,7,well i m okay but you must be having trouble talking,greetings
16,hello amy how you doing,6,hello amy how you doing,greetback
4,great busy thank you,3,great busy thank you,busy
10,being a dope,10,being a dope,other
10,is this about social security,10,is this about social security,other
10,tell me what selling now head away,10,tell me what selling now head away,other
16,oh i m doing just fine and you ,6,oh i m doing just fine and you ,greetback
6,i m doing quite well ,7,i m doing quite well ,greetings
10,what do you need,10,what do you need,other
15,mam i m dying but other tha that i m alright,12,mam i m dying but other tha that i m alright,sorry_greeting
16,how are you doing today,6,how are you doing today,greetback
16,i m having a senior moment how you doing ,6,i m having a senior moment how you doing ,greetback
6,okay yeah,7,okay yeah,greetings
1,hello yeah ,11,hello yeah ,positive
6,alright  is it about medicare,7,alright  is it about medicare,greetings
9,spanish,13,spanish,spanish
16,fine amy how are you,6,fine amy how are you,greetback
10,its raining,10,its raining,other
2,yeah i don t need insurance ,8,yeah i don t need insurance ,negative
2,you ain t no amy,8,you ain t no amy,negative
6,i m good thank you,7,i m good thank you,greetings
5,hi and who the hell are you,4,hi and who the hell are you,dnc
5,customer service,4,customer service,dnc
15,not very good amy,12,not very good amy,sorry_greeting
2,i dont know what you pay,8,i dont know what you pay,negative
5,i don t need senior citizen care i don t care please take me off the list,4,i don t need senior citizen care i don t care please take me off the list,dnc
10,right would you like to buy some life insurance thats non sense,10,right would you like to buy some life insurance thats non sense,other
1,yes ,11,yes ,positive
6,well i m doing just fine,7,well i m doing just fine,greetings
5,why are you fucking keep calling,4,why are you fucking keep calling,dnc
10,so am i go now,10,so am i go now,other
5,you call here every damn day i m tired of you,4,you call here every damn day i m tired of you,dnc
4,i m working working,3,i m working working,busy
8,i m feeling good but i don t need to talk to you i don t need any senior citizen care,9,i m feeling good but i don t need to talk to you i don t need any senior citizen care,not_intrested
5,amy i m twenty five and you re wasting my time,4,amy i m twenty five and you re wasting my time,dnc
15,oh too bad,12,oh too bad,sorry_greeting
4,i m working right now mam,3,i m working right now mam,busy
16,i am great amy how are you doing today ,6,i am great amy how are you doing today ,greetback
6,how am i doing today oh i feel good why and what you want  ,7,how am i doing today oh i feel good why and what you want  ,greetings
10,what s this about,10,what s this about,other
5,well you called me about three times,4,well you called me about three times,dnc
10,hello hello ,10,hello hello ,other
10,okay who you re with the senior citizen,10,okay who you re with the senior citizen,other
16,pretty good how you dooing,6,pretty good how you dooing,greetback
5,quit my phone,4,quit my phone,dnc
5,quit calling please,4,quit calling please,dnc
16,i m fine thank you how are you doing,6,i m fine thank you how are you doing,greetback
16,i m great and fabulous how are you today,6,i m great and fabulous how are you today,greetback
5,i am tired of these calls i am ninety seven years old i don t need anything,4,i am tired of these calls i am ninety seven years old i don t need anything,dnc
5,hello me i want you to fucking remove my number cock ,4,hello me i want you to fucking remove my number cock ,dnc
8,okay but i don t need any care right now but thanks for your call thank you goodbye,9,okay but i don t need any care right now but thanks for your call thank you goodbye,not_intrested
6,fine  mumbling,7,fine  mumbling,greetings
14,hi real person,2,hi real person,bot
2,i m not insurrence,8,i m not insurrence,negative
1,yeah i can hear you,11,yeah i can hear you,positive
1,oh yes,11,oh yes,positive
13,yes i m doing fine and i m eating my dinner and i already have insurance mumbling,0,yes i m doing fine and i m eating my dinner and i already have insurance mumbling,already_insured
10,thats from where,10,thats from where,other
8,not interested,9,not interested,not_intrested
10,what do you said,10,what do you said,other
16,i m good how are you ,6,i m good how are you ,greetback
6,fine what s the message please,7,fine what s the message please,greetings
8,what is it amy i m not interested,9,what is it amy i m not interested,not_intrested
10,what made you think i m a senior citizen,10,what made you think i m a senior citizen,other
5,not worth a damn ,4,not worth a damn ,dnc
10,joking mom isn t home bye,10,joking mom isn t home bye,other
6,hello american citizen care amy,7,hello american citizen care amy,greetings
10,amy what are you selling,10,amy what are you selling,other
10,turkey gravy,10,turkey gravy,other
15,i am doing lousy  i am in a nursing home,12,i am doing lousy  i am in a nursing home,sorry_greeting
16,hey amy what you doing,6,hey amy what you doing,greetback
6,i m  okay,7,i m  okay,greetings
6,i m just fine ,7,i m just fine ,greetings
10,hm,10,hm,other
2,i m not a senior,8,i m not a senior,negative
6,i am fine good amy,7,i am fine good amy,greetings
10,how are you i am dead,10,how are you i am dead,other
6,i m fine thank u,7,i m fine thank u,greetings
5,amy i am doing fine you called me three four times last week and i wait for it,4,amy i am doing fine you called me three four times last week and i wait for it,dnc
6,hello yeah,7,hello yeah,greetings
6,yeah fine,7,yeah fine,greetings
8,didn t i tell you i don t wanna hear what you say ,9,didn t i tell you i don t wanna hear what you say ,not_intrested
6,i guess i m doing okay,7,i guess i m doing okay,greetings
8,nobody get no interested mam thank you very much but why,9,nobody get no interested mam thank you very much but why,not_intrested
5,good we do not need to talk about that we don t do business on the phone we don t qualify anyway so it s gonna amateur and a few days isn t it,4,good we do not need to talk about that we don t do business on the phone we don t qualify anyway so it s gonna amateur and a few days isn t it,dnc
5,you ve called my wife,4,you ve called my wife,dnc
6,i am dooing okay,7,i am dooing okay,greetings
6,feels good,7,feels good,greetings
10,mumbling right back oh best ever what makes you think i m gonna die ,10,mumbling right back oh best ever what makes you think i m gonna die ,other
16,i am doing alright mam how you doing ,6,i am doing alright mam how you doing ,greetback
16,i m doing fine amy how are you,6,i m doing fine amy how are you,greetback
6,good  i am good,7,good  i am good,greetings
10,oh,10,oh,other
16,fine and you,6,fine and you,greetback
4,am going b ack to sleep goodbye,3,am going b ack to sleep goodbye,busy
6,oh i m always doing just great,7,oh i m always doing just great,greetings
6,great  okay,7,great  okay,greetings
